NOME,VALOR,AREA,CATEGORIA,QUARTOS,BANHEIROS,VAGAS,CONDOMINIO,IPTU,IMAGENS,DATA_ANUNCIO,PROFISSIONAL,LOCALIZACAO,link
Casa para venda com 135 metros quadrados e 3 quartos em Campeche - Florianópolis - SC.,R$ 990.000,135 metros quadrados,Casa À venda,3 quartos,3 banheiros,2 vagas de garagem,,,20,"Hoje, 16:25",Profissional,"Florianópolis, Campeche",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-com-135-metros-quadrados-e-3-quartos-em-campeche-florianopolis-sc-991917145
Casa para venda com 120 metros quadrados com 2 quartos em Joáia - Tijucas - SC,R$ 480.000,120 metros quadrados,Casa À venda,2 quartos,,2 banheiros,,,20,"Hoje, 16:25",Profissional,Tijucas,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-com-120-metros-quadrados-com-2-quartos-em-joaia-tijucas-sc-1152840602
"@ Apartamento com 2 dormitórios,  sendo um suíte a 550 mts praia do Santinho Floripa.",R$ 389.000,72 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,,,20,"Hoje, 16:24",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-sendo-um-suite-a-550-mts-praia-do-santinho-floripa-1152840291
"Casa com 1 dorm e 1000m, Encantada - Garopaba",R$ 414.280,1000 metros quadrados,Casa À venda,1 quarto,1 banheiro,3 vagas de garagem,,IPTU R$ 300,20,"Hoje, 16:24",Profissional,Garopaba,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-1-dorm-e-1000m-encantada-garopaba-1152840215
"Apartamento à venda, 4 dormitórios sendo 4 Suítes, 4 vagas, 165m privativos, centro, Flori",R$ 2.486.000,165 metros quadrados,Apartamento À venda,4 quartos,5 ou mais banheiros,4 vagas de garagem,Condomínio R$ 1.400,IPTU R$ 3.600,20,"Hoje, 16:24",Profissional,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-4-dormitorios-sendo-4-suites-4-vagas-165m-privativos-centro-flori-987416912
APARTAMENTO 3 DORMITÓRIOS,R$ 1.060.000,89 metros quadrados,Apartamento À venda,3 quartos,2 banheiros,2 vagas de garagem,Condomínio R$ 734,IPTU R$ 193,20,"Hoje, 16:24",Profissional,"Florianópolis, Cachoeira do Bom Jesus",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-3-dormitorios-1106834996
"VENDA E LOCAÇÃO: Linda Casa Localizada no Loteamento Quinta dos Açores, Bairro Ambrósio, e",R$ 650.000,104 metros quadrados,Casa À venda,2 quartos,2 banheiros,1 vaga de garagem,,,20,"Hoje, 16:24",Profissional,Garopaba,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/venda-e-locacao-linda-casa-localizada-no-loteamento-quinta-dos-acores-bairro-ambrosio-e-1025800784
"Apartamento Vista mar, Praia Grande/SC",R$ 900.000,66 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,,,20,"Hoje, 16:24",Profissional,Governador Celso Ramos,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-vista-mar-praia-grande-sc-1079596008
"Apartamento à venda, Praia de Palmas / Gov. Celso Ramos.",R$ 1.150.000,102 metros quadrados,Apartamento À venda,3 quartos,1 banheiro,1 vaga de garagem,Condomínio R$ 350,IPTU R$ 1.400,20,"Hoje, 16:24",Profissional,Governador Celso Ramos,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-praia-de-palmas-gov-celso-ramos-1146273611
"Cobertura no Residencial Espanha  com 3 dorm e 146m, Ingleses do Rio Vermelho - Florianópo",R$ 1.299.360,146 metros quadrados,Apartamento À venda,3 quartos,2 banheiros,2 vagas de garagem,Condomínio R$ 520,IPTU R$ 1.450,20,"Hoje, 16:24",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-no-residencial-espanha-com-3-dorm-e-146m-ingleses-do-rio-vermelho-florianopo-1152840085
Casa no Jardim Angélica,R$ 1.800.000,300 metros quadrados,Casa À venda,5 ou mais quartos,4 banheiros,4 vagas de garagem,,,20,"Hoje, 16:23",Profissional,"Criciúma, Nossa Senhora da Salete",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-no-jardim-angelica-1152839917
"Casa com 4 dorm e 180m, Catarinense - Criciúma",R$ 379.610,180 metros quadrados,Casa À venda,4 quartos,,2 banheiros,,,20,"Hoje, 16:23",Profissional,"Criciúma, Catarinense",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-4-dorm-e-180m-catarinense-criciuma-1152839721
Apartamento na Avenida Beira Mar Norte.,R$ 1.610.000,206 metros quadrados,Apartamento À venda,4 quartos,5 ou mais banheiros,2 vagas de garagem,Condomínio R$ 1.900,IPTU R$ 650,20,"Hoje, 16:23",Profissional,"Florianópolis, Agronômica",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-na-avenida-beira-mar-norte-996620420
Casa à venda em Vargem Grande - Florianópolis - SC,R$ 750.000,100 metros quadrados,Casa À venda,2 quartos,2 banheiros,2 vagas de garagem,,IPTU R$ 50,20,"Hoje, 16:23",Profissional,"Florianópolis, Vargem Grande",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-a-venda-em-vargem-grande-florianopolis-sc-1117185087
SÃO JOSÉ - Apartamento Padrão - CAMPINAS,R$ 790.000,84 metros quadrados,Apartamento À venda,3 quartos,2 banheiros,2 vagas de garagem,,,20,"Hoje, 16:23",Profissional,"São José, Campinas",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-apartamento-padrao-campinas-1128676023
Apartamento com decoração incrível - Novo Campeche - Florianópolis - SC,R$ 1.640.000,92 metros quadrados,Apartamento À venda,2 quartos,3 banheiros,1 vaga de garagem,Condomínio R$ 973,IPTU R$ 2.000,20,"Hoje, 16:23",Profissional,"Florianópolis, Campeche",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-decoracao-incrivel-novo-campeche-florianopolis-sc-1151582447
Venda Apartamento Florianópolis SC,R$ 715.000,127 metros quadrados,Apartamento À venda,3 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 750,IPTU R$ 271,20,"Hoje, 16:23",Profissional,"Florianópolis, Coqueiros",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/venda-apartamento-florianopolis-sc-999446276
Duas suítes com vista deslumbrante!!,R$ 1.100.000,65 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,,,20,"Hoje, 16:21",Profissional,"Florianópolis, João Paulo",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/duas-suites-com-vista-deslumbrante-1137843187
Sobrado Diferenciado,R$ 546.000,120 metros quadrados,Casa À venda,3 quartos,2 banheiros,2 vagas de garagem,,,20,"Hoje, 16:21",Profissional,"São José, Sertão do Maruim",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-diferenciado-938552435
"Lindo apartamento de 3 dormitórios com suíte e 2 vagas de garagem em Campinas, São José-SC",R$ 990.000,120 metros quadrados,Apartamento À venda,3 quartos,2 banheiros,2 vagas de garagem,Condomínio R$ 750,IPTU R$ 1,20,"Hoje, 16:21",Profissional,"São José, Campinas",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/lindo-apartamento-de-3-dormitorios-com-suite-e-2-vagas-de-garagem-em-campinas-sao-jose-sc-1129959908
Lindo apartamento Garden,R$ 692.000,82 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 200,IPTU R$ 250,20,"Hoje, 16:21",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/lindo-apartamento-garden-1139115036
Apartamento 2 dormitórios com suíte - Pagani,R$ 265.000,64 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 100,IPTU R$ 700,20,"Hoje, 16:21",Profissional,"Palhoça, Pagani",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-dormitorios-com-suite-pagani-1086800110
"Apartamento para Venda em Florianópolis, Ingleses Norte, 3 dormitórios, 2 suítes, 3 banhei",R$ 434.000,85 metros quadrados,Apartamento À venda,3 quartos,3 banheiros,1 vaga de garagem,,,20,"Hoje, 16:21",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-florianopolis-ingleses-norte-3-dormitorios-2-suites-3-banhei-1121919729
"Apartamento para Venda em Florianópolis, Gaivotas, 2 dormitórios, 1 suíte, 1 banheiro, 1 v",R$ 435.000,58 metros quadrados,Apartamento À venda,2 quartos,1 banheiro,1 vaga de garagem,Condomínio R$ 250,IPTU R$ 2.000,20,"Hoje, 16:21",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-florianopolis-gaivotas-2-dormitorios-1-suite-1-banheiro-1-v-1141260971
Casa 3 dormitórios - Pedra Branca,R$ 1.900.000,294 metros quadrados,Casa À venda,3 quartos,4 banheiros,2 vagas de garagem,,IPTU R$ 2.000,20,"Hoje, 16:21",Profissional,"Palhoça, Pedra Branca",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-3-dormitorios-pedra-branca-1086329992
Amplo Apartamento com terraço,R$ 950.000,214 metros quadrados,Apartamento À venda,2 quartos,3 banheiros,1 vaga de garagem,,,20,"Hoje, 16:21",Profissional,"Florianópolis, Estreito",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/amplo-apartamento-com-terraco-1152838907
"Apartamento no Residencial Haute Ville com 2 dorm e 102m, Centro - Florianópolis",R$ 734.370,102 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,2 vagas de garagem,,Condomínio R$ 1.100,20,"Hoje, 16:21",Profissional,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-no-residencial-haute-ville-com-2-dorm-e-102m-centro-florianopolis-1152838809
"Sobrado geminado com 2 quartos, bairro Panorâmico - Garopaba/SC",R$ 960.000,89 metros quadrados,Casa À venda,2 quartos,2 banheiros,2 vagas de garagem,,IPTU R$ 500,20,"Hoje, 16:21",Profissional,Garopaba,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-geminado-com-2-quartos-bairro-panoramico-garopaba-sc-1152838728
Apartamento 2 dormitórios com ótima localização em Campinas,R$ 270.000,67 metros quadrados,Apartamento À venda,2 quartos,,1 banheiro,,,20,"Hoje, 16:20",Profissional,"São José, Campinas",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-dormitorios-com-otima-localizacao-em-campinas-1080916083
"VENDE-SE APARTAMENTO EM JURERÊ, APARTAMENTO DE ALTO PADRÃO  EM CONDOMÍNIO FECHADO",R$ 1.173.644,113 metros quadrados,Apartamento À venda,2 quartos,3 banheiros,2 vagas de garagem,,,20,"Hoje, 16:20",Profissional,"Florianópolis, Jurerê",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/vende-se-apartamento-em-jurere-apartamento-de-alto-padrao-em-condominio-fechado-1012243209
Casa 3 Dormitórios com Suite,R$ 375.000,68 metros quadrados,Casa À venda,3 quartos,2 banheiros,2 vagas de garagem,,,20,"Hoje, 16:20",Profissional,"Palhoça, Bela Vista",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-3-dormitorios-com-suite-1054768681
Florianopolis - Casa Padrão - Cachoeira do Bom Jesus,R$ 1.650.000,215 metros quadrados,Casa À venda,3 quartos,4 banheiros,4 vagas de garagem,,Condomínio R$ 260,20,"Hoje, 16:20",Profissional,"Florianópolis, Cachoeira do Bom Jesus",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-cachoeira-do-bom-jesus-1051856090
"Apartamento no Ponta do Leal com 3 dorm e 121m, Balneário - Florianópolis",R$ 794.150,121 metros quadrados,Apartamento À venda,3 quartos,3 banheiros,2 vagas de garagem,Condomínio R$ 550,IPTU R$ 1.100,20,"Hoje, 16:20",Profissional,"Florianópolis, Balneário",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-no-ponta-do-leal-com-3-dorm-e-121m-balneario-florianopolis-1152838518
Apartamento 2 quartos em Biguaçu,R$ 210.000,52 metros quadrados,Apartamento À venda,2 quartos,1 banheiro,1 vaga de garagem,Condomínio R$ 19.086,IPTU R$ 152,20,"Hoje, 16:20",Profissional,"Biguaçu, Fundos",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-quartos-em-biguacu-1152035258
"Apartamento no Edifício Stadium com 3 dorm e 66m, Centro - Criciúma",R$ 349.870,66 metros quadrados,Apartamento À venda,3 quartos,1 banheiro,1 vaga de garagem,,Condomínio R$ 350,20,"Hoje, 16:20",Profissional,"Criciúma, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-no-edificio-stadium-com-3-dorm-e-66m-centro-criciuma-1152838442
OPORTUNIDADE - Apto. Kitnet - Venda - Excelente investimento,R$ 230.000,30 metros quadrados,Apartamento À venda,1 quarto,1 banheiro,1 vaga de garagem,Condomínio R$ 350,IPTU R$ 80,20,"Hoje, 16:20",Profissional,"Florianópolis, Carvoeira",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/oportunidade-apto-kitnet-venda-excelente-investimento-1107725178
M-Apartamento para venda com 59 metros quadrados com 2 quartos em Pagani - Palhoça - SC,R$ 249.900,59 metros quadrados,Apartamento À venda,2 quartos,1 banheiro,1 vaga de garagem,,,20,"Hoje, 16:19",Profissional,"Palhoça, Pagani",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/m-apartamento-para-venda-com-59-metros-quadrados-com-2-quartos-em-pagani-palhoca-sc-1152838264
"@Cobertura vista mar ática com 3 dormitórios, sendo 1 suíte, a 300 mts da praia  Floripa",R$ 850.000,111 metros quadrados,Apartamento À venda,3 quartos,2 banheiros,1 vaga de garagem,,,20,"Hoje, 16:19",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-vista-mar-atica-com-3-dormitorios-sendo-1-suite-a-300-mts-da-praia-floripa-1152838163
"Cobertura no COND DO EDIFÍCIO MILAZZO com 3 dorm e 252m, Centro - Criciúma",R$ 1.299.270,252 metros quadrados,Apartamento À venda,3 quartos,3 banheiros,2 vagas de garagem,,,20,"Hoje, 16:19",Profissional,"Criciúma, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-no-cond-do-edificio-milazzo-com-3-dorm-e-252m-centro-criciuma-1152838145
"Casa para Venda em São José, Ipiranga, 9 dormitórios, 3 suítes, 6 banheiros, 4 vagas",R$ 1.390.000,430 metros quadrados,Casa À venda,5 ou mais quartos,5 ou mais banheiros,4 vagas de garagem,,,20,"Hoje, 16:19",Profissional,"São José, Ipiranga",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-em-sao-jose-ipiranga-9-dormitorios-3-suites-6-banheiros-4-vagas-1140654849
"Casa para Venda em São José, Ipiranga, 9 dormitórios, 3 suítes, 6 banheiros, 4 vagas",R$ 1.390.000,430 metros quadrados,Casa À venda,5 ou mais quartos,5 ou mais banheiros,4 vagas de garagem,,,20,"Hoje, 16:19",Profissional,"São José, Ipiranga",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-em-sao-jose-ipiranga-9-dormitorios-3-suites-6-banheiros-4-vagas-1140654849
VISTA ESPETACULAR PARA MAR - CONDOMÍNIO FECHADO NO CACUPÉ,R$ 4.990.000,495 metros quadrados,Casa À venda,4 quartos,5 ou mais banheiros,3 vagas de garagem,,Condomínio R$ 1.200,20,"Hoje, 16:18",Profissional,"Florianópolis, Cacupé",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/vista-espetacular-para-mar-condominio-fechado-no-cacupe-908290107
MARAVILHOSA E AMPLA CASA CONDOMINIO - STO ANTONIO DE LISBOA,R$ 3.900.000,350 metros quadrados,Casa À venda,4 quartos,5 ou mais banheiros,2 vagas de garagem,Condomínio R$ 850,IPTU R$ 2.200,20,"Hoje, 16:18",Profissional,"Florianópolis, Santo Antônio de Lisboa",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/maravilhosa-e-ampla-casa-condominio-sto-antonio-de-lisboa-908290474
"Apartamento com 2 dormitórios à venda, 74 m² por R$ 1.115.000,00 - Jurerê Internacional - ",R$ 1.115.000,75 metros quadrados,Apartamento À venda,2 quartos,3 banheiros,1 vaga de garagem,,,20,"Hoje, 16:18",Profissional,"Florianópolis, Jurerê Internacional",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-74-m-por-r-1-115-000-00-jurere-internacional-1136680021
"Lindo Apartamento com 3 dormitórios à venda, 178 m² por R$ 2.950.000 - Jurerê - Florianópo",R$ 2.950.000,178 metros quadrados,Apartamento À venda,3 quartos,4 banheiros,2 vagas de garagem,,,20,"Hoje, 16:18",Profissional,"Florianópolis, Jurerê",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/lindo-apartamento-com-3-dormitorios-a-venda-178-m-por-r-2-950-000-jurere-florianopo-987269660
FLORIANóPOLIS - Casa Padrão - Cacupé,R$ 3.700.000,300 metros quadrados,Casa À venda,3 quartos,3 banheiros,2 vagas de garagem,,IPTU R$ 1.690,20,"Hoje, 16:18",Profissional,"Florianópolis, Cacupé",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-cacupe-1084349049
"Casa com 2 dorm e 60m, Ingleses do Rio Vermelho - Florianópolis",R$ 319.390,60 metros quadrados,Casa À venda,2 quartos,1 banheiro,2 vagas de garagem,,IPTU R$ 630,20,"Hoje, 16:18",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-2-dorm-e-60m-ingleses-do-rio-vermelho-florianopolis-1152837737
"Ótima casa com 5 suítes, 3 vagas de garagem e amplo hobby box!",R$ 2.150.000,329 metros quadrados,Casa À venda,5 ou mais quartos,5 ou mais banheiros,3 vagas de garagem,,IPTU R$ 2.454,20,"Hoje, 16:18",Profissional,"Florianópolis, Santa Mônica",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/otima-casa-com-5-suites-3-vagas-de-garagem-e-amplo-hobby-box-1083324472
Casa para venda  com 3 quartos em Ipiranga - São José - SC,R$ 650.000,149 metros quadrados,Casa À venda,3 quartos,4 banheiros,3 vagas de garagem,,IPTU R$ 1.186,20,"Hoje, 16:18",Profissional,"São José, Ipiranga",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-com-3-quartos-em-ipiranga-sao-jose-sc-1152837574
"Apartamento para Locação No Córrego Grande, Próximo à UFSC",R$ 1.150.000,119 metros quadrados,Apartamento À venda,3 quartos,2 banheiros,2 vagas de garagem,Condomínio R$ 570,IPTU R$ 170,20,"Hoje, 16:18",Profissional,"Florianópolis, Córrego Grande",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-locacao-no-corrego-grande-proximo-a-ufsc-1152836920
"Casa com 3 dorm e 80m, ALBARDÃO - Paulo Lopes",R$ 449.150,80 metros quadrados,Casa À venda,3 quartos,1 banheiro,5 ou mais vagas de garagem,,IPTU R$ 300,20,"Hoje, 16:18",Profissional,Paulo Lopes,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-3-dorm-e-80m-albardao-paulo-lopes-1152836865
Apto Campinas SJ dois dormitórios,R$ 260.000,62 metros quadrados,Apartamento À venda,2 quartos,,1 banheiro,Condomínio R$ 260,IPTU R$ 450,20,"Hoje, 16:17",,"São José, Campinas",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apto-campinas-sj-dois-dormitorios-1152833945
Florianópolis - Apartamento Padrão - Jurerê Internacional,R$ 970.000,80 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 602,IPTU R$ 1.667,20,"Hoje, 16:17",Profissional,"Florianópolis, Jurerê Internacional",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-jurere-internacional-1110305873
Casa com 3 dormitórios à venda em Balneário Arroio do Silva-SC.,R$ 260.000,210 metros quadrados,Casa À venda,3 quartos,2 banheiros,2 vagas de garagem,,,20,"Hoje, 16:17",Profissional,Balneário Arroio do Silva,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-3-dormitorios-a-venda-em-balneario-arroio-do-silva-sc-1152833930
EXCELENTE APARTAMENTO DE 2 DORMITÓRIOS A 50MT DA  PRAIA DAS MARINAS,R$ 800.000,96 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,,Condomínio R$ 700,20,"Hoje, 16:17",Profissional,"Florianópolis, Jurerê",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/excelente-apartamento-de-2-dormitorios-a-50mt-da-praia-das-marinas-997236951
"Apartamento para Venda em Florianópolis, Ingleses do Rio Vermelho, 3 dormitórios, 1 suíte,",R$ 950.000,81 metros quadrados,Apartamento À venda,3 quartos,1 banheiro,2 vagas de garagem,Condomínio R$ 1.540,IPTU R$ 1.920,20,"Hoje, 16:17",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-florianopolis-ingleses-do-rio-vermelho-3-dormitorios-1-suite-1107123946
PALHOçA - Casa Padrão - Bela Vista,R$ 355.000,69 metros quadrados,Casa À venda,2 quartos,2 banheiros,2 vagas de garagem,,IPTU R$ 1,20,"Hoje, 16:17",Profissional,"Palhoça, Bela Vista",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/palhoca-casa-padrao-bela-vista-1107340608
Casa no bairro São Cristóvão,R$ 370.000,120 metros quadrados,Casa À venda,3 quartos,1 banheiro,2 vagas de garagem,,,20,"Hoje, 16:17",Profissional,"Criciúma, Nossa Senhora da Salete",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-no-bairro-sao-cristovao-1152833812
Casa à venda na Fazenda Santo Antônio - São José/SC,R$ 630.000,222 metros quadrados,Casa À venda,4 quartos,2 banheiros,3 vagas de garagem,,,20,"Hoje, 16:17",Profissional,"São José, Fazenda Santo Antônio",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-a-venda-na-fazenda-santo-antonio-sao-jose-sc-1093364260
Apto Centro Próximo a Beira Mar,R$ 2.800.000,178 metros quadrados,Apartamento À venda,4 quartos,,5 ou mais banheiros,Condomínio R$ 2.582,IPTU R$ 7.197,20,"Hoje, 16:17",Profissional,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apto-centro-proximo-a-beira-mar-1038392742
"Casa com 3 dorm e 300m, Carianos - Florianópolis",R$ 1.199.180,300 metros quadrados,Casa À venda,3 quartos,,5 ou mais banheiros,,,20,"Hoje, 16:16",Profissional,"Florianópolis, Carianos",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-3-dorm-e-300m-carianos-florianopolis-1152833629
