NOME,VALOR,AREA,CATEGORIA,QUARTOS,BANHEIROS,VAGAS,CONDOMINIO,IPTU,IMAGENS,DATA_ANUNCIO,PROFISSIONAL,LOCALIZACAO,link
FLORIANóPOLIS - Apartamento Padrão - Carvoeira,R$ 650.000,68 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,2 vagas de garagem,Condomínio R$ 550,IPTU R$ 1.200,20,"Hoje, 17:27",Profissional,"Florianópolis, Carvoeira",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-carvoeira-1134882994
FLORIANóPOLIS - Apartamento Padrão - Itacorubi,R$ 730.000,69 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 700,IPTU R$ 100,20,"Hoje, 17:27",Profissional,"Florianópolis, Itacorubi",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-itacorubi-1090737988
Apartamento para venda tem 117 metros quadrados com 3 quartos em Trindade - Florianópolis ,R$ 950.000,117 metros quadrados,Apartamento À venda,3 quartos,3 banheiros,2 vagas de garagem,,Condomínio R$ 690,20,"Hoje, 17:27",Profissional,"Florianópolis, Trindade",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-tem-117-metros-quadrados-com-3-quartos-em-trindade-florianopolis-1142922431
Casa para venda com 130 metros quadrados com 2 quartos em  - Içara Demboski,R$ 299.000,130 metros quadrados,Casa À venda,2 quartos,1 banheiro,2 vagas de garagem,,,20,"Hoje, 17:26",Profissional,Içara,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-com-130-metros-quadrados-com-2-quartos-em-icara-demboski-1074205908
SAIA JÁ DO ALUGUEL! Casa geminada de 2 dorm. no Loteamento Lisboa III,R$ 259.900,56 metros quadrados,Casa À venda,2 quartos,1 banheiro,1 vaga de garagem,Condomínio R$ 1,IPTU R$ 450,17,"Hoje, 17:26",Profissional,"São José, Forquilhas",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/saia-ja-do-aluguel-casa-geminada-de-2-dorm-no-loteamento-lisboa-iii-1133916577
Casa geminada de dois dormitórios com suíte no Bela Vista Palhoça,R$ 235.000,50 metros quadrados,Casa À venda,2 quartos,2 banheiros,1 vaga de garagem,,IPTU R$ 1,13,"Hoje, 17:26",Profissional,"Palhoça, Bela Vista",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-geminada-de-dois-dormitorios-com-suite-no-bela-vista-palhoca-1135393663
"Casa averbada bairro rio maina, zona mista, aceita proposta",R$ 590.000,130 metros quadrados,Casa À venda,3 quartos,2 banheiros,2 vagas de garagem,,,20,"Hoje, 17:26",Profissional,"Criciúma, Distrito Industrial",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-averbada-bairro-rio-maina-zona-mista-aceita-proposta-1041378808
"Apartamento para Venda em Florianópolis, Ingleses do Rio Vermelho, 3 dormitórios, 1 suíte,",R$ 450.000,360 metros quadrados,Apartamento À venda,3 quartos,2 banheiros,1 vaga de garagem,,IPTU R$ 1.000,7,"Hoje, 17:26",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-florianopolis-ingleses-do-rio-vermelho-3-dormitorios-1-suite-1058403641
"Na Trindade, apto de 2 dormitórios muito bem localizado, excelente para investidores",R$ 323.741,45 metros quadrados,Apartamento À venda,2 quartos,,1 banheiro,,Condomínio R$ 305,20,"Hoje, 17:25",Profissional,"Florianópolis, Trindade",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/na-trindade-apto-de-2-dormitorios-muito-bem-localizado-excelente-para-investidores-1001796413
SOBRADO ALTO PADRÃO NOVINHO NO PANORÂMICO - GAROPABA,R$ 1.450.000,200 metros quadrados,Casa À venda,3 quartos,4 banheiros,2 vagas de garagem,,,20,"Hoje, 17:25",Profissional,Garopaba,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-alto-padrao-novinho-no-panoramico-garopaba-993281986
Casa para venda com 81 metros quadrados com 3 quartos em Campeche - Florianópolis - SC,R$ 910.000,81 metros quadrados,Casa À venda,3 quartos,3 banheiros,2 vagas de garagem,,IPTU R$ 990,20,"Hoje, 17:24",Profissional,"Florianópolis, Campeche",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-com-81-metros-quadrados-com-3-quartos-em-campeche-florianopolis-sc-1134736387
Apartamento para venda com 60 metros quadrados com 2 quartos,R$ 549.999,60 metros quadrados,Apartamento À venda,2 quartos,1 banheiro,1 vaga de garagem,Condomínio R$ 350,IPTU R$ 980,12,"Hoje, 17:24",Profissional,Governador Celso Ramos,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-com-60-metros-quadrados-com-2-quartos-1066247898
Casa para venda tem 75 metros quadrados com 3 quartos em Bela Vista - Palhoça - SC,R$ 390.000,75 metros quadrados,Casa À venda,3 quartos,2 banheiros,3 vagas de garagem,,IPTU R$ 450,9,"Hoje, 17:24",Profissional,"Palhoça, Bela Vista",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-tem-75-metros-quadrados-com-3-quartos-em-bela-vista-palhoca-sc-970386997
Florianópolis - Casa Padrão - Vargem Grande,R$ 1.590.000,213 metros quadrados,Casa À venda,4 quartos,4 banheiros,2 vagas de garagem,Condomínio R$ 350,IPTU R$ 900,20,"Hoje, 17:24",Profissional,"Florianópolis, Vargem Grande",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-vargem-grande-1138811028
Casa para venda possui 127 metros quadrados com 3 quartos em Ribeirão da Ilha - Florianópo,R$ 690.000,127 metros quadrados,Casa À venda,3 quartos,3 banheiros,1 vaga de garagem,,,12,"Hoje, 17:24",Profissional,"Florianópolis, Ribeirão da Ilha",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-possui-127-metros-quadrados-com-3-quartos-em-ribeirao-da-ilha-florianopo-1073928548
"Apartamento à venda, 128 m² por R$ 1.590.000,00 - Kobrasol - São José/SC",R$ 1.590.000,128 metros quadrados,Apartamento À venda,3 quartos,3 banheiros,2 vagas de garagem,Condomínio R$ 490,IPTU R$ 580,20,"Hoje, 17:23",Profissional,"São José, Kobrasol",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-128-m-por-r-1-590-000-00-kobrasol-sao-jose-sc-1135402895
Casa térrea 2 suítes e arquitetura diferenciada no Alto Ribeirão,R$ 390.000,60 metros quadrados,Casa À venda,2 quartos,2 banheiros,4 vagas de garagem,,IPTU R$ 450,14,"Hoje, 17:23",Profissional,"Florianópolis, Ribeirão da Ilha",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-terrea-2-suites-e-arquitetura-diferenciada-no-alto-ribeirao-987219032
"Casa à venda, 120 m² por R$ 640.000,00 - Ipiranga - São José/SC",R$ 640.000,120 metros quadrados,Casa À venda,4 quartos,1 banheiro,4 vagas de garagem,,IPTU R$ 1.200,20,"Hoje, 17:23",Profissional,"São José, Ipiranga",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-a-venda-120-m-por-r-640-000-00-ipiranga-sao-jose-sc-1133282667
"Apartamento 2 quartos, garagem,  elevador, sacada com churrasqueira, Ingleses- Florianópol",R$ 530.000,60 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 300,IPTU R$ 1.300,20,"Hoje, 17:23",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-quartos-garagem-elevador-sacada-com-churrasqueira-ingleses-florianopol-1017794410
Casa no bairro Armação do Pântano Sul em Florianópolis,R$ 900.000,198 metros quadrados,Casa À venda,5 ou mais quartos,,4 banheiros,,,20,"Hoje, 17:23",Profissional,"Florianópolis, Armação do Pântano do Sul",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-no-bairro-armacao-do-pantano-sul-em-florianopolis-979659602
Florianopolis - Apartamento Padrão - Canasvieiras,R$ 3.395.089,139 metros quadrados,Apartamento À venda,4 quartos,4 banheiros,2 vagas de garagem,,,20,"Hoje, 17:23",Profissional,"Florianópolis, Canasvieiras",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-canasvieiras-1069555282
"Apartamento para Venda em Florianópolis, Centro, 1 dormitório, 1 banheiro",R$ 330.000,23 metros quadrados,Apartamento À venda,1 quarto,,1 banheiro,,Condomínio R$ 480,14,"Hoje, 17:23",Profissional,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-florianopolis-centro-1-dormitorio-1-banheiro-1119533762
"Lindos Sobrados de Alto Padrão Localizados no Loteamento Parque Garopaba, em Garopaba!",R$ 835.000,113 metros quadrados,Casa À venda,3 quartos,3 banheiros,1 vaga de garagem,,,15,"Hoje, 17:23",Profissional,Garopaba,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/lindos-sobrados-de-alto-padrao-localizados-no-loteamento-parque-garopaba-em-garopaba-1088484773
Florianópolis - Casa Padrão - Estreito,R$ 850.000,198 metros quadrados,Casa À venda,4 quartos,2 banheiros,5 ou mais vagas de garagem,,IPTU R$ 1.500,17,"Hoje, 17:23",Profissional,"Florianópolis, Canto",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-estreito-987742174
Florianópolis - Apartamento Padrão - Centro,R$ 910.000,67 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,,,20,"Hoje, 17:23",Profissional,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-1119441878
Sobrado para venda possui 160 metros quadrados com 4 quartos em Campeche - Florianópolis -,R$ 2.400.000,160 metros quadrados,Casa À venda,4 quartos,2 banheiros,2 vagas de garagem,,IPTU R$ 840.000,20,"Hoje, 17:23",Profissional,"Florianópolis, Campeche",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-para-venda-possui-160-metros-quadrados-com-4-quartos-em-campeche-florianopolis-1134588867
"Casa para venda - Bela Vista, Palhoça no Loteamento Vale Verde",R$ 235.000,58 metros quadrados,Casa À venda,2 quartos,1 banheiro,2 vagas de garagem,,IPTU R$ 600,20,"Hoje, 17:23",Profissional,"Palhoça, Bela Vista",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-bela-vista-palhoca-no-loteamento-vale-verde-1021979645
Apartamento 74m² 2 dormitórios 1 suíte próximo da UNISUL  Pedra Branca - Palhoça - SC,R$ 680.000,74 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,2 vagas de garagem,Condomínio R$ 250,IPTU R$ 455,,"Hoje, 17:22",Profissional,"Palhoça, Pedra Branca",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-74m-2-dormitorios-1-suite-proximo-da-unisul-pedra-branca-palhoca-sc-1142921264
"Apartamento à venda, 3 dormitórios, Campeche, FLORIANOPOLIS - SC",R$ 1.650.000,98 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,2 vagas de garagem,,,20,"Hoje, 17:21",Profissional,"Florianópolis, Campeche",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-3-dormitorios-campeche-florianopolis-sc-1100000656
CASA TRIPLEX A VENDA EM BARREIROS,R$ 750.000,350 metros quadrados,Casa À venda,5 ou mais quartos,3 banheiros,2 vagas de garagem,,IPTU R$ 1.300,11,"Hoje, 17:21",Profissional,"São José, Barreiros",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-triplex-a-venda-em-barreiros-1127673492
Casa de 3 Dormitórios | 1 Suíte | Madri | Palhoça,R$ 690.000,107 metros quadrados,Casa À venda,3 quartos,1 banheiro,1 vaga de garagem,,IPTU R$ 1,20,"Hoje, 17:20",Profissional,"Palhoça, Madri",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-de-3-dormitorios-1-suite-madri-palhoca-1091548650
"APARTAMENTO RESIDENCIAL em FLORIANÓPOLIS - SC, CANASVIEIRAS",R$ 570.893,78 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,,,16,"Hoje, 17:20",Profissional,"Florianópolis, Canasvieiras",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-residencial-em-florianopolis-sc-canasvieiras-994442173
SãO JOSé - Casa Padrão - Forquilhas,R$ 490.000,98 metros quadrados,Casa À venda,3 quartos,2 banheiros,1 vaga de garagem,,,20,"Hoje, 17:20",Profissional,"São José, Forquilhas",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-casa-padrao-forquilhas-1048002338
FLORIANóPOLIS - Apartamento Padrão - Centro,R$ 1.050.000,94 metros quadrados,Apartamento À venda,3 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 1.119,IPTU R$ 1.233,20,"Hoje, 17:20",Profissional,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-1111517606
COBERTURA A VENDA COM VISTA PARA O MAR,R$ 1.800.000,234 metros quadrados,Apartamento À venda,3 quartos,3 banheiros,2 vagas de garagem,Condomínio R$ 992,IPTU R$ 2.000,20,"Hoje, 17:20",Profissional,"Florianópolis, Cachoeira do Bom Jesus",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-a-venda-com-vista-para-o-mar-1087500830
FLORIANóPOLIS - Apartamento Padrão - Córrego Grande,R$ 1.660.000,101 metros quadrados,Apartamento À venda,3 quartos,2 banheiros,2 vagas de garagem,Condomínio R$ 833,IPTU R$ 3.592,20,"Hoje, 17:20",Profissional,"Florianópolis, Córrego Grande",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-corrego-grande-1065543903
Apartamento em Kobrasol  -  São José,R$ 699.000,79 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 360,IPTU R$ 780,20,"Hoje, 17:20",Profissional,"São José, Kobrasol",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-em-kobrasol--sao-jose-1142920938
Apartamento à venda no bairro Kobrasol - São José/SC,R$ 875.000,115 metros quadrados,Apartamento À venda,3 quartos,1 banheiro,1 vaga de garagem,,,14,"Hoje, 17:20",Profissional,"São José, Kobrasol",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-no-bairro-kobrasol-sao-jose-sc-1133434735
CASA 4 SUÍTES EM CONDOMÍNIO FECHADO,R$ 2.850.000,338 metros quadrados,Casa À venda,4 quartos,5 ou mais banheiros,4 vagas de garagem,Condomínio R$ 1.150,IPTU R$ 170,20,"Hoje, 17:20",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-4-suites-em-condominio-fechado-1073444612
CASA 3 DORMITÓRIOS NO JARDIM NOVA CACHOEIRA,R$ 850.000,109 metros quadrados,Casa À venda,3 quartos,3 banheiros,2 vagas de garagem,Condomínio R$ 300,IPTU R$ 2.000,20,"Hoje, 17:20",Profissional,"Florianópolis, Cachoeira do Bom Jesus",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-3-dormitorios-no-jardim-nova-cachoeira-1082568310
"APARTAMENTO RESIDENCIAL em FLORIANÓPOLIS - SC, CANASVIEIRAS",R$ 570.893,78 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,,,16,"Hoje, 17:20",Profissional,"Florianópolis, Canasvieiras",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-residencial-em-florianopolis-sc-canasvieiras-994442173
SãO JOSé - Casa Padrão - Forquilhas,R$ 490.000,98 metros quadrados,Casa À venda,3 quartos,2 banheiros,1 vaga de garagem,,,20,"Hoje, 17:20",Profissional,"São José, Forquilhas",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-casa-padrao-forquilhas-1048002338
FLORIANóPOLIS - Apartamento Padrão - Centro,R$ 1.050.000,94 metros quadrados,Apartamento À venda,3 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 1.119,IPTU R$ 1.233,20,"Hoje, 17:20",Profissional,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-1111517606
COBERTURA A VENDA COM VISTA PARA O MAR,R$ 1.800.000,234 metros quadrados,Apartamento À venda,3 quartos,3 banheiros,2 vagas de garagem,Condomínio R$ 992,IPTU R$ 2.000,20,"Hoje, 17:20",Profissional,"Florianópolis, Cachoeira do Bom Jesus",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-a-venda-com-vista-para-o-mar-1087500830
FLORIANóPOLIS - Apartamento Padrão - Córrego Grande,R$ 1.660.000,101 metros quadrados,Apartamento À venda,3 quartos,2 banheiros,2 vagas de garagem,Condomínio R$ 833,IPTU R$ 3.592,20,"Hoje, 17:20",Profissional,"Florianópolis, Córrego Grande",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-corrego-grande-1065543903
Apartamento em Kobrasol  -  São José,R$ 699.000,79 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 360,IPTU R$ 780,20,"Hoje, 17:20",Profissional,"São José, Kobrasol",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-em-kobrasol--sao-jose-1142920938
Apartamento à venda no bairro Kobrasol - São José/SC,R$ 875.000,115 metros quadrados,Apartamento À venda,3 quartos,1 banheiro,1 vaga de garagem,,,14,"Hoje, 17:20",Profissional,"São José, Kobrasol",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-no-bairro-kobrasol-sao-jose-sc-1133434735
CASA 4 SUÍTES EM CONDOMÍNIO FECHADO,R$ 2.850.000,338 metros quadrados,Casa À venda,4 quartos,5 ou mais banheiros,4 vagas de garagem,Condomínio R$ 1.150,IPTU R$ 170,20,"Hoje, 17:20",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-4-suites-em-condominio-fechado-1073444612
CASA 3 DORMITÓRIOS NO JARDIM NOVA CACHOEIRA,R$ 850.000,109 metros quadrados,Casa À venda,3 quartos,3 banheiros,2 vagas de garagem,Condomínio R$ 300,IPTU R$ 2.000,20,"Hoje, 17:20",Profissional,"Florianópolis, Cachoeira do Bom Jesus",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-3-dormitorios-no-jardim-nova-cachoeira-1082568310
Governador Celso Ramos - Apartamento Padrão - Palmas,R$ 650.000,65 metros quadrados,Apartamento À venda,2 quartos,1 banheiro,1 vaga de garagem,,,18,"Hoje, 17:20",Profissional,Governador Celso Ramos,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/governador-celso-ramos-apartamento-padrao-palmas-1116111848
Casa de 04 dormitórios com 01 suite entre o bairro Areias e  Real Parque em São José-SC,R$ 749.900,180 metros quadrados,Casa À venda,4 quartos,3 banheiros,5 ou mais vagas de garagem,,IPTU R$ 750,20,"Hoje, 17:20",Profissional,"São José, Areias",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-de-04-dormitorios-com-01-suite-entre-o-bairro-areias-e-real-parque-em-sao-jose-sc-1087284824
"Apartamentos de 03 dormitórios com 01 suíte e duas sacadas, vista mar em Areias",R$ 380.000,102 metros quadrados,Apartamento À venda,3 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 90,IPTU R$ 736,20,"Hoje, 17:20",Profissional,"São José, Areias",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamentos-de-03-dormitorios-com-01-suite-e-duas-sacadas-vista-mar-em-areias-959004510
Casa com 1 dormitórios à venda em Balneário Arroio do Silva-SC.,R$ 270.000,80 metros quadrados,Casa À venda,1 quarto,2 banheiros,3 vagas de garagem,,,11,"Hoje, 17:20",Profissional,Balneário Arroio do Silva,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-1-dormitorios-a-venda-em-balneario-arroio-do-silva-sc-1142920849
FLORIANóPOLIS - Apartamento Padrão - Jurerê,R$ 3.100.000,222 metros quadrados,Apartamento À venda,3 quartos,3 banheiros,3 vagas de garagem,Condomínio R$ 1.050,IPTU R$ 505,20,"Hoje, 17:20",Profissional,"Florianópolis, Jurerê",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-jurere-1079561364
Apartamento de 01 quarto na planta com sacada e churrasqueira PNE,R$ 211.500,52 metros quadrados,Apartamento À venda,1 quarto,1 banheiro,1 vaga de garagem,Condomínio R$ 10,IPTU R$ 120,20,"Hoje, 17:20",Profissional,"Palhoça, São Sebastião",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-01-quarto-na-planta-com-sacada-e-churrasqueira-pne-1046507393
3 QUARTOS + 1 DEMI + 1 SUITE - 02 POR ANDAR - TOP,R$ 480.000,94 metros quadrados,Apartamento À venda,3 quartos,2 banheiros,1 vaga de garagem,,,20,"Hoje, 17:19",Profissional,"São José, Kobrasol",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/3-quartos-1-demi-1-suite-02-por-andar-top-992356016
Apartamento 3 dormitório (sendo 1 suíte e 2 demi) e 2 vagas - Centro,R$ 2.100.000,159 metros quadrados,Apartamento À venda,3 quartos,4 banheiros,2 vagas de garagem,Condomínio R$ 1.107,IPTU R$ 4.129,20,"Hoje, 17:19",Profissional,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-3-dormitorio-sendo-1-suite-e-2-demi-e-2-vagas-centro-1037463361
"Apartamento 2 dormitórios, em Residencial Club no Campeche!",R$ 950.000,79 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 1.100,IPTU R$ 976,20,"Hoje, 17:19",Profissional,"Florianópolis, Campeche",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-dormitorios-em-residencial-club-no-campeche-1066799454
Apartamento 3 dormitórios (sendo 1 suíte) e 1 vaga - Centro,R$ 780.000,93 metros quadrados,Apartamento À venda,3 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 1.000,IPTU R$ 2.393,17,"Hoje, 17:18",Profissional,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-3-dormitorios-sendo-1-suite-e-1-vaga-centro-1132838416
Apartamento 3 dormitórios pé na areia no Rio Tavares!,R$ 1.280.000,109 metros quadrados,Apartamento À venda,3 quartos,2 banheiros,2 vagas de garagem,,,18,"Hoje, 17:18",Profissional,"Florianópolis, Rio Tavares",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-3-dormitorios-pe-na-areia-no-rio-tavares-1118061123
Ótima opção de investimento na Trindade próximo a Lauro  Linhares e UFSC,R$ 382.000,77 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,,Condomínio R$ 360,14,"Hoje, 17:18",Profissional,"Florianópolis, Trindade",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/otima-opcao-de-investimento-na-trindade-proximo-a-lauro-linhares-e-ufsc-1069307170
