NOME,VALOR,AREA,CATEGORIA,QUARTOS,BANHEIROS,VAGAS,CONDOMINIO,IPTU,IMAGENS,DATA_ANUNCIO,PROFISSIONAL,LOCALIZACAO,link
Florianópolis - Apartamento Padrão - Trindade,R$ 335.000,47 metros quadrados,Apartamento À venda,1 quarto,1 banheiro,1 vaga de garagem,Condomínio R$ 300,,15,"Hoje, 14:12",Profissional,"Florianópolis, Trindade",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-trindade-995646624
Casa à venda no bairro Centro - Garopaba/SC,R$ 1.180.000,100 metros quadrados,Casa À venda,3 quartos,3 banheiros,1 vaga de garagem,,,6,"Hoje, 14:11",Profissional,Garopaba,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-a-venda-no-bairro-centro-garopaba-sc-1082409778
Casa no Bairro Campeche no Centrinho do bairro,R$ 750.000,87 metros quadrados,Casa À venda,2 quartos,2 banheiros,2 vagas de garagem,,,16,"Hoje, 14:11",Profissional,"Florianópolis, Campeche",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-no-bairro-campeche-no-centrinho-do-bairro-1021001367
"Apartamento para Venda em Palhoça, Nova Palhoça, 2 dormitórios, 1 suíte, 2 banheiros, 1 va",R$ 230.000,60 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,,,11,"Hoje, 14:11",Profissional,"Palhoça, Nova Palhoça",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-palhoca-nova-palhoca-2-dormitorios-1-suite-2-banheiros-1-va-1037494034
Permuto 2 apartamentos por casa.,R$ 0,98 metros quadrados,Apartamento À venda,3 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 1.200,,2,"Hoje, 14:10",,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/permuto-2-apartamentos-por-casa-1142404286
"Apartamento com 3 suítes e 3 vagas à venda, 167 m² por R$ 2.600.000 - Centro - Florianópol",R$ 2.950.000,167 metros quadrados,Apartamento À venda,3 quartos,5 ou mais banheiros,3 vagas de garagem,Condomínio R$ 1.600,,20,"Hoje, 14:10",Profissional,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-3-suites-e-3-vagas-a-venda-167-m-por-r-2-600-000-centro-florianopol-987830570
APARTAMENTO TÉRREO 2 DORMITORIOS / INGLESES,R$ 250.000,65 metros quadrados,Apartamento À venda,2 quartos,1 banheiro,1 vaga de garagem,IPTU R$ 595,Condomínio R$ 120,15,"Hoje, 14:10",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-terreo-2-dormitorios-ingleses-1014473515
"Casa à venda, 395 m² por R$ 4.200.000,00 - Jurerê Internacional - Florianópolis/SC",R$ 4.200.000,395 metros quadrados,Casa À venda,4 quartos,5 ou mais banheiros,4 vagas de garagem,,,20,"Hoje, 14:10",Profissional,"Florianópolis, Jurerê Internacional",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-a-venda-395-m-por-r-4-200-000-00-jurere-internacional-florianopolis-sc-987830198
FLORIANóPOLIS - Apartamento Padrão - Agronômica,R$ 2.500.000,206 metros quadrados,Apartamento À venda,3 quartos,5 ou mais banheiros,2 vagas de garagem,IPTU R$ 6.526,Condomínio R$ 2.027,20,"Hoje, 14:10",Profissional,"Florianópolis, Agronômica",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-agronomica-992984235
Casa para venda possui 154 metros quadrados com 3 quartos em Campeche - Florianópolis - SC,R$ 1.399.000,154 metros quadrados,Casa À venda,3 quartos,3 banheiros,1 vaga de garagem,IPTU R$ 1,,20,"Hoje, 14:10",Profissional,"Florianópolis, Campeche",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-possui-154-metros-quadrados-com-3-quartos-em-campeche-florianopolis-sc-1110337940
Apartamento para venda com 65 metros quadrados com 2 quartos em Itacorubi - Florianópolis ,R$ 730.000,65 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,2 vagas de garagem,,,20,"Hoje, 14:10",Profissional,"Florianópolis, Itacorubi",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-com-65-metros-quadrados-com-2-quartos-em-itacorubi-florianopolis-1123475833
Studio para venda tem 42 metros quadrados com 1 quarto em Centro - Florianópolis - SC,R$ 850.000,42 metros quadrados,Apartamento À venda,1 quarto,1 banheiro,1 vaga de garagem,,,20,"Hoje, 14:10",Profissional,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/studio-para-venda-tem-42-metros-quadrados-com-1-quarto-em-centro-florianopolis-sc-1092077981
"Apartamento para Venda em São José, Areias, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga",R$ 330.000,70 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,IPTU R$ 550,Condomínio R$ 350,1,"Hoje, 14:10",Profissional,"São José, Areias",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-sao-jose-areias-2-dormitorios-1-suite-2-banheiros-1-vaga-1043309167
EXCELENTE MANSÃO DE ESQUINA,R$ 2.300.000,480 metros quadrados,Casa À venda,4 quartos,4 banheiros,4 vagas de garagem,IPTU R$ 2.500,Condomínio R$ 720,20,"Hoje, 14:10",Profissional,"São José, Bosque das Mansões",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/excelente-mansao-de-esquina-934572864
"Duplex 2 quartos sendo 1 suíte + lavabo - Pedra Branca, Palhoça/SC",R$ 650.000,96 metros quadrados,Apartamento À venda,2 quartos,3 banheiros,2 vagas de garagem,IPTU R$ 1,Condomínio R$ 1,20,"Hoje, 14:10",Profissional,"Palhoça, Pedra Branca",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/duplex-2-quartos-sendo-1-suite-lavabo-pedra-branca-palhoca-sc-1125096948
"Casa à venda, 3 dormitórios sendo 2 suítes - Pedra Branca, Palhoça/SC.",R$ 2.300.000,468 metros quadrados,Casa À venda,3 quartos,3 banheiros,3 vagas de garagem,IPTU R$ 1,,20,"Hoje, 14:10",Profissional,"Palhoça, Pedra Branca",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-a-venda-3-dormitorios-sendo-2-suites-pedra-branca-palhoca-sc-1064224512
MANSÃO SEMI NOVA EM CONDOMÍNIO FECHADO,R$ 5.300.000,455 metros quadrados,Casa À venda,4 quartos,5 ou mais banheiros,5 ou mais vagas de garagem,IPTU R$ 2.500,Condomínio R$ 760,20,"Hoje, 14:10",Profissional,"São José, Bosque das Mansões",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/mansao-semi-nova-em-condominio-fechado-1135418139
CONSÓRCIOS KAVIDA ,,,Casa À venda,,,,,,2,"Hoje, 14:09",,"São José, Campinas",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/consorcios-kavida-1142403832
Ótima Casa com escritura pública ,R$ 530.000,275 metros quadrados,Casa À venda,3 quartos,3 banheiros,2 vagas de garagem,,,14,"Hoje, 14:07",,"Tubarão, São Cristóvão",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/otima-casa-com-escritura-publica-1134290698
Sobrado tem 154 metros quadrados com 4 quartos sendo 1 suite,R$ 1.381.000,154 metros quadrados,Casa À venda,4 quartos,3 banheiros,3 vagas de garagem,IPTU R$ 2.500,,20,"Hoje, 14:07",Profissional,Governador Celso Ramos,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-tem-154-metros-quadrados-com-4-quartos-sendo-1-suite-1069939503
"Lindo e NOVO apartamento com 60m² privativos, 2 dormitórios e 1 vaga de garagem! Na Trinda",R$ 560.000,60 metros quadrados,Apartamento À venda,2 quartos,1 banheiro,1 vaga de garagem,,,20,"Hoje, 14:07",Profissional,"Florianópolis, Trindade",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/lindo-e-novo-apartamento-com-60m-privativos-2-dormitorios-e-1-vaga-de-garagem-na-trinda-1107014867
"Cobertura para Venda em Florianópolis, Centro, 4 dormitórios, 4 suítes, 5 banheiros, 4 vag",R$ 3.940.000,343 metros quadrados,Apartamento À venda,4 quartos,5 ou mais banheiros,4 vagas de garagem,IPTU R$ 11.490,Condomínio R$ 2.670,20,"Hoje, 14:07",Profissional,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-para-venda-em-florianopolis-centro-4-dormitorios-4-suites-5-banheiros-4-vag-1081606442
"Apartamento para Venda em Florianópolis, Córrego Grande, 3 dormitórios, 1 suíte, 3 banheir",R$ 1.549.000,101 metros quadrados,Apartamento À venda,3 quartos,3 banheiros,2 vagas de garagem,IPTU R$ 354,Condomínio R$ 832,20,"Hoje, 14:07",Profissional,"Florianópolis, Córrego Grande",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-florianopolis-corrego-grande-3-dormitorios-1-suite-3-banheir-1067335957
Belissíma cobertura para venda na praia dos Ingleses,R$ 2.600.000,235 metros quadrados,Apartamento À venda,3 quartos,5 ou mais banheiros,3 vagas de garagem,,,20,"Hoje, 14:07",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/belissima-cobertura-para-venda-na-praia-dos-ingleses-975106408
Casa à venda no bairro Barreiros - São José/SC,R$ 1.200.000,285 metros quadrados,Casa À venda,5 ou mais quartos,1 banheiro,5 ou mais vagas de garagem,IPTU R$ 1,Condomínio R$ 1,20,"Hoje, 14:06",Profissional,"São José, Barreiros",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-a-venda-no-bairro-barreiros-sao-jose-sc-1045911899
Apartamento de 2 Dormitórios |  Praia João Rosa | Biguaçu,R$ 130.000,50 metros quadrados,Apartamento À venda,2 quartos,1 banheiro,1 vaga de garagem,IPTU R$ 1,Condomínio R$ 1,20,"Hoje, 14:06",Profissional,"Biguaçu, Praia João Rosa",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-2-dormitorios-praia-joao-rosa-biguacu-1087647768
L Casa Residencial com 3 dormitórios à Venda no Bairro Bela Vista - São José / SC,R$ 600.000,125 metros quadrados,Casa À venda,3 quartos,2 banheiros,3 vagas de garagem,IPTU R$ 78,,12,"Hoje, 14:06",Profissional,"São José, Barreiros",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/l-casa-residencial-com-3-dormitorios-a-venda-no-bairro-bela-vista-sao-jose-sc-1142402914
Apartamento 3 Dorm.( 1 Suíte)/ Sac. c/Chur./ Vaga  - Areias - São José - SC,R$ 550.000,98 metros quadrados,Apartamento À venda,3 quartos,2 banheiros,2 vagas de garagem,IPTU R$ 670,Condomínio R$ 470,20,"Hoje, 14:06",Profissional,"São José, Areias",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-3-dorm-1-suite-sac-c-chur-vaga-areias-sao-jose-sc-1055114013
FLORIANóPOLIS - Apartamento Padrão - Itacorubi,R$ 490.000,67 metros quadrados,Apartamento À venda,2 quartos,1 banheiro,1 vaga de garagem,IPTU R$ 800,Condomínio R$ 550,20,"Hoje, 14:06",Profissional,"Florianópolis, Itacorubi",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-itacorubi-1108301751
"Casa em Condomínio para Venda em Florianópolis, Cacupé, 4 dormitórios, 2 suítes, 3 banheir",R$ 2.600.000,637 metros quadrados,Casa À venda,4 quartos,3 banheiros,4 vagas de garagem,IPTU R$ 3.500,Condomínio R$ 1.200,20,"Hoje, 14:06",Profissional,"Florianópolis, Cacupé",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-em-condominio-para-venda-em-florianopolis-cacupe-4-dormitorios-2-suites-3-banheir-1037094948
Alto Padrão com Amplo Lazer no Centro da Praia do Rincão,R$ 750.000,119 metros quadrados,Apartamento À venda,3 quartos,3 banheiros,2 vagas de garagem,,,16,"Hoje, 14:06",Profissional,"Balneário Rincão, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/alto-padrao-com-amplo-lazer-no-centro-da-praia-do-rincao-1106990026
SãO JOSé - Casa Padrão - Sertão Do Maruim,R$ 540.000,80 metros quadrados,Casa À venda,3 quartos,2 banheiros,1 vaga de garagem,,,12,"Hoje, 14:06",Profissional,"São José, Sertão do Maruim",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-casa-padrao-sertao-do-maruim-1096527651
Apartamento com suíte na Nova Palhoça,R$ 287.000,63 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,,,20,"Hoje, 14:06",Profissional,"Palhoça, Nova Palhoça",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-suite-na-nova-palhoca-1060161727
"Apartamento com 2 dormitórios à venda, 80 m² por R$ 585.000 - Canasvieiras - Florianópolis",R$ 585.000,80 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,IPTU R$ 1.400,Condomínio R$ 650,11,"Hoje, 14:06",Profissional,"Florianópolis, Canasvieiras",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-80-m-por-r-585-000-canasvieiras-florianopolis-1069568986
SãO JOSé - Apartamento Padrão - Campinas,R$ 817.064,97 metros quadrados,Apartamento À venda,2 quartos,3 banheiros,1 vaga de garagem,,,7,"Hoje, 14:06",Profissional,"São José, Campinas",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-apartamento-padrao-campinas-967071941
"Apartamento com 2 dormitórios à venda, 58 m² por R$ 380.000 - Ingleses Centro - Florianópo",R$ 380.000,58 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,IPTU R$ 950,Condomínio R$ 200,13,"Hoje, 14:05",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-58-m-por-r-380-000-ingleses-centro-florianopo-1139481062
"Apartamento com 3 dormitórios à venda, 122 m² por R$ 2.300.000 - Campeche - Florianópolis/",R$ 2.300.000,123 metros quadrados,Apartamento À venda,3 quartos,3 banheiros,2 vagas de garagem,,,15,"Hoje, 14:05",Profissional,"Florianópolis, Campeche",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-122-m-por-r-2-300-000-campeche-florianopolis-1095140483
Casa com Vista para o Mar no Ribeirão da ilha!,R$ 650.000,156 metros quadrados,Casa À venda,3 quartos,,2 banheiros,IPTU R$ 350,,20,"Hoje, 14:04",Profissional,"Florianópolis, Ribeirão da Ilha",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-vista-para-o-mar-no-ribeirao-da-ilha-943305944
"Apartamento 03 suítes, à venda no Centro - Florianópolis/SC",R$ 1.380.000,117 metros quadrados,Apartamento À venda,3 quartos,3 banheiros,2 vagas de garagem,,,20,"Hoje, 14:04",Profissional,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-03-suites-a-venda-no-centro-florianopolis-sc-1078563314
"Casa alto padrão com 3 dormitórios (3 suítes) à venda, 197 m² - Rio Tavares - Florianópoli",R$ 2.078.000,197 metros quadrados,Casa À venda,3 quartos,4 banheiros,2 vagas de garagem,,,20,"Hoje, 14:03",Profissional,"Florianópolis, Rio Tavares",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-alto-padrao-com-3-dormitorios-3-suites-a-venda-197-m-rio-tavares-florianopoli-1078652443
"Casa a venda em condomínio na lagoa dos Esteves, a 250 metros da lagoa, entrega para junho",R$ 1.100.000,130 metros quadrados,Casa À venda,3 quartos,,3 banheiros,,,13,"Hoje, 14:03",Profissional,"Balneário Rincão, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-a-venda-em-condominio-na-lagoa-dos-esteves-a-250-metros-da-lagoa-entrega-para-junho-1111536181
LOCALIZAÇÃO PRIVILEGIADA - MOBILIADO - 3 DORMS - PISCINA,R$ 750.000,83 metros quadrados,Apartamento À venda,3 quartos,2 banheiros,1 vaga de garagem,IPTU R$ 1.156,Condomínio R$ 802,20,"Hoje, 14:03",Profissional,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/localizacao-privilegiada-mobiliado-3-dorms-piscina-894773046
CASA 02 DORMITÓRIOS - VAGA P/ ATÉ 04 CARROS !!,R$ 750.000,120 metros quadrados,Casa À venda,2 quartos,1 banheiro,4 vagas de garagem,IPTU R$ 1.790,,9,"Hoje, 14:03",Profissional,"Florianópolis, Estreito",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-02-dormitorios-vaga-p-ate-04-carros-1108711908
ÓTIMA LOCALIZAÇÃO - SACADA - SEMI MOBILIADO - GARAGEM LIVRE,R$ 370.000,66 metros quadrados,Apartamento À venda,2 quartos,1 banheiro,1 vaga de garagem,IPTU R$ 800,Condomínio R$ 380,13,"Hoje, 14:03",Profissional,"Florianópolis, Estreito",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/otima-localizacao-sacada-semi-mobiliado-garagem-livre-932868115
"Casa com 2 dormitórios à venda, em condomínio fechado frente mar - Cacupé - Florianópolis/",R$ 1.700.000,275 metros quadrados,Casa À venda,2 quartos,2 banheiros,3 vagas de garagem,IPTU R$ 356,Condomínio R$ 1.446,19,"Hoje, 14:03",Profissional,"Florianópolis, Cacupé",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-2-dormitorios-a-venda-em-condominio-fechado-frente-mar-cacupe-florianopolis-1055260858
FLORIANóPOLIS - Casa Padrão - Cachoeira do Bom Jesus,R$ 1.900.000,304 metros quadrados,Casa À venda,3 quartos,,2 banheiros,IPTU R$ 150,,1,"Hoje, 14:03",Profissional,"Florianópolis, Cachoeira do Bom Jesus",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-cachoeira-do-bom-jesus-1142402161
"Casa para Venda em Imbituba, ITAPIRUBÁ, 3 dormitórios, 1 suíte, 1 banheiro, 1 vaga",R$ 620.000,300 metros quadrados,Casa À venda,3 quartos,1 banheiro,1 vaga de garagem,,,19,"Hoje, 14:02",Profissional,Imbituba,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-em-imbituba-itapiruba-3-dormitorios-1-suite-1-banheiro-1-vaga-1071547008
CASAFLORIANÓPOLIS,R$ 440.000,89 metros quadrados,Casa À venda,2 quartos,3 banheiros,1 vaga de garagem,,,20,"Hoje, 14:02",Profissional,"Florianópolis, São João do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casaflorianopolis-1023421672
CASA  ALTO  PADRÃO       *******       DUAS GARAGEM / TRÊS DORMITÓRIOS       *******      ,R$ 900.000,160 metros quadrados,Casa À venda,3 quartos,1 banheiro,2 vagas de garagem,,,20,"Hoje, 14:02",Profissional,"Araranguá, Caverazinho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-alto-padrao----duas-garagem-tres-dormitorios----1121077928
Sao Jose - Casa Padrão - Ipiranga,R$ 1.050.000,145 metros quadrados,Casa À venda,3 quartos,3 banheiros,2 vagas de garagem,,,3,"Hoje, 14:02",Profissional,"São José, Ipiranga",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-casa-padrao-ipiranga-1013259457
Apartamento para venda possui 93 metros quadrados com 3 quartos em Centro - Florianópolis ,R$ 1.090.000,93 metros quadrados,Apartamento À venda,3 quartos,3 banheiros,2 vagas de garagem,IPTU R$ 2.024,Condomínio R$ 790,20,"Hoje, 14:02",Profissional,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-possui-93-metros-quadrados-com-3-quartos-em-centro-florianopolis-1107127188
Apartamento para venda possui 98 metros quadrados com 3 quartos em Campinas - São José - S,R$ 490.000,98 metros quadrados,Apartamento À venda,3 quartos,2 banheiros,2 vagas de garagem,IPTU R$ 650,Condomínio R$ 450,,"Hoje, 14:02",Profissional,"São José, Campinas",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-possui-98-metros-quadrados-com-3-quartos-em-campinas-sao-jose-s-1047463430
Apartamento para venda possui 59 metros quadrados com 2 quartos em Barreiros - São José - ,R$ 329.000,59 metros quadrados,Apartamento À venda,2 quartos,1 banheiro,1 vaga de garagem,IPTU R$ 435,Condomínio R$ 320,20,"Hoje, 14:02",Profissional,"São José, Barreiros",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-possui-59-metros-quadrados-com-2-quartos-em-barreiros-sao-jose-1130458570
Casa de condomínio com 4 suítes em Jurerê - Florianópolis - SC,R$ 7.500.000,485 metros quadrados,Casa À venda,4 quartos,5 ou mais banheiros,4 vagas de garagem,Condomínio R$ 1.400,,20,"Hoje, 14:02",Profissional,"Florianópolis, Jurerê",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-de-condominio-com-4-suites-em-jurere-florianopolis-sc-991637489
RES EUROPA - Oportunidade Única em SAO JOSE - SC | Tipo: Apartamento | Negociação: Leilão ,R$ 195.000,46 metros quadrados,Apartamento À venda,2 quartos,,1 banheiro,,,4,"Hoje, 14:01",Profissional,"São José, Fazenda Santo Antônio",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/res-europa-oportunidade-unica-em-sao-jose-sc-tipo-apartamento-negociacao-leilao-1142401447
"Apartamento com 1 dormitório à venda, 51 m² por R$ 420.000,00 - Canasvieiras - Florianópol",R$ 420.000,52 metros quadrados,Apartamento À venda,1 quarto,1 banheiro,1 vaga de garagem,,,20,"Hoje, 14:00",Profissional,"Florianópolis, Canasvieiras",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-1-dormitorio-a-venda-51-m-por-r-420-000-00-canasvieiras-florianopol-1084637922
FLORIANóPOLIS - Padrão - Carvoeira,R$ 450.000,74 metros quadrados,Apartamento À venda,2 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 600,,9,"Hoje, 14:00",Profissional,"Florianópolis, Carvoeira",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-padrao-carvoeira-1105731879
FLORIANóPOLIS - Casa Padrão - Trindade,R$ 750.000,176 metros quadrados,Casa À venda,3 quartos,3 banheiros,2 vagas de garagem,IPTU R$ 651,,12,"Hoje, 14:00",Profissional,"Florianópolis, Trindade",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-trindade-1020806275
"Apartamento com 3 dormitórios, Praia de Palmas/SC",R$ 720.000,77 metros quadrados,Apartamento À venda,3 quartos,,2 banheiros,,,14,"Hoje, 14:00",Profissional,Governador Celso Ramos,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-3-dormitorios-praia-de-palmas-sc-1079595716
Apartamento para venda tem 55 metros quadrados com 2 quartos,R$ 380.000,55 metros quadrados,Apartamento À venda,2 quartos,1 banheiro,1 vaga de garagem,IPTU R$ 700,Condomínio R$ 400,15,"Hoje, 14:00",Profissional,"Florianópolis, Ribeirão da Ilha",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-tem-55-metros-quadrados-com-2-quartos-1126636300
