NOME,VALOR,AREA,CATEGORIA,QUARTOS,BANHEIROS,VAGAS,CONDOMINIO,IPTU,IMAGENS,DATA_ANUNCIO,PROFISSIONAL,LOCALIZACAO,link
Casa para alugar na temporada em Floripa ,R$ 1.500,2 vagas de garagem,Casa para alugar,4 quartos,,3 banheiros,,,,"Hoje, 16:21",,"Florianópolis, São João do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-alugar-na-temporada-em-floripa-1142901626
Kit-net em Antônio Carlos ,R$ 850,30 metros quadrados,Apartamento para alugar,1 quarto,1 banheiro,1 vaga de garagem,,,5,"Hoje, 16:20",,Antônio Carlos,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/kit-net-em-antonio-carlos-1142901468
Temporada 2 dormitórios sendo 1 suíte,R$ 700,70 metros quadrados,Apartamento para alugar,2 quartos,1 banheiro,1 vaga de garagem,,,13,"Hoje, 16:17",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/temporada-2-dormitorios-sendo-1-suite-1123999794
FLORIANóPOLIS - Casa Padrão - Carvoeira,R$ 12.000,400 metros quadrados,Casa para alugar,4 quartos,4 banheiros,4 vagas de garagem,,IPTU R$ 3.900,20,"Hoje, 16:02",Profissional,"Florianópolis, Carvoeira",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-carvoeira-1142895390
"APARTAMENTO TEMPORADA em FLORIANÓPOLIS - SC, CACHOEIRA DO BOM JESUS",R$ 520,100 metros quadrados,Apartamento para alugar,2 quartos,3 banheiros,1 vaga de garagem,,,3,"Hoje, 16:02",Profissional,"Florianópolis, Cachoeira do Bom Jesus",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-temporada-em-florianopolis-sc-cachoeira-do-bom-jesus-1124975578
Sobrado - Palhoça SC,R$ 2.500,108 metros quadrados,Casa para alugar,3 quartos,3 banheiros,1 vaga de garagem,,,20,"Hoje, 16:01",Profissional,"Palhoça, Aririú",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-palhoca-sc-1067498424
Alugo Kitnet mobiliada ,R$ 750,,,,,,,,5,"Hoje, 16:01",,"São José, Serraria",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/alugo-kitnet-mobiliada-1142895240
Casa para alugar no bairro Ingleses do Rio Vermelho - Florianópolis/SC,R$ 750,210 metros quadrados,Casa para alugar,3 quartos,2 banheiros,3 vagas de garagem,,,20,"Hoje, 15:59",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-alugar-no-bairro-ingleses-do-rio-vermelho-florianopolis-sc-1131947862
Apartamento-Terreo-para-Venda-em-Ingleses-do-Rio-Vermelho-Florianopolis-SC,R$ 8.500,151 metros quadrados,Apartamento para alugar,3 quartos,2 banheiros,2 vagas de garagem,Condomínio R$ 1.500,IPTU R$ 300,20,"Hoje, 15:52",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-terreo-para-venda-em-ingleses-do-rio-vermelho-florianopolis-sc-1067796161
FLORIANóPOLIS - Apartamento Padrão - Jurerê Internacional,R$ 4.200,52 metros quadrados,Apartamento para alugar,1 quarto,1 banheiro,1 vaga de garagem,Condomínio R$ 410,IPTU R$ 100,19,"Hoje, 15:45",Profissional,"Florianópolis, Jurerê Internacional",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-jurere-internacional-1122799667
FLORIANóPOLIS - Apartamento Padrão - Jardim Atlântico,R$ 6.096,101 metros quadrados,Apartamento para alugar,3 quartos,2 banheiros,2 vagas de garagem,Condomínio R$ 685,IPTU R$ 185,20,"Hoje, 15:45",Profissional,"Florianópolis, Jardim Atlântico",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-jardim-atlantico-1077574738
FLORIANóPOLIS - Casa Padrão - Santa Mônica,R$ 22.000,700 metros quadrados,Casa para alugar,5 ou mais quartos,1 banheiro,5 ou mais vagas de garagem,Condomínio R$ 1,IPTU R$ 290,20,"Hoje, 15:44",Profissional,"Florianópolis, Santa Mônica",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-santa-monica-1045551977
Alugo casa no saco grande ,R$ 2.700,1 banheiro,Casa para alugar,4 quartos,,,,,1,"Hoje, 15:40",,"Florianópolis, Saco Grande",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/alugo-casa-no-saco-grande-1142888121
"Aluguel de Temporada! Magnífica casa de 04 suítes, ampla área de lazer, a poucos passos do",R$ 6.000,500 metros quadrados,Casa para alugar,4 quartos,5 ou mais banheiros,2 vagas de garagem,,,20,"Hoje, 15:33",Profissional,"Florianópolis, Jurerê Internacional",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-de-temporada-magnifica-casa-de-04-suites-ampla-area-de-lazer-a-poucos-passos-do-926855660
Casa Geminada para Aluguel em Centro Garopaba-SC - 138,R$ 730,100 metros quadrados,Casa para alugar,3 quartos,,3 banheiros,,,20,"Hoje, 15:30",Profissional,Garopaba,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-geminada-para-aluguel-em-centro-garopaba-sc-138-935654051
"CANTO DA LAGOA - SERVIDÃO CANTO VERDE, 77",R$ 3.500,100 metros quadrados,Casa para alugar,2 quartos,,2 banheiros,,,13,"Hoje, 15:24",Profissional,"Florianópolis, Lagoa da Conceição",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/canto-da-lagoa-servidao-canto-verde-77-1108127304
Casa para aluguel em Araranguá no bairro Centro,R$ 10.000,400 metros quadrados,Casa para alugar,5 ou mais quartos,3 banheiros,2 vagas de garagem,,IPTU R$ 3.996,19,"Hoje, 15:24",Profissional,"Araranguá, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-em-ararangua-no-bairro-centro-959139293
"Casa para Aluguel - Jurerê, 1 Quarto,  50 m2",R$ 2.000,50 metros quadrados,Casa para alugar,1 quarto,1 banheiro,1 vaga de garagem,,,20,"Hoje, 15:15",Profissional,"Florianópolis, Jurerê",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-jurere-1-quarto-50-m2-1142877609
ap 2 quartos - centro palhoça (83m),R$ 1.350,83 metros quadrados,Apartamento para alugar,2 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 420,IPTU R$ 430,18,"Hoje, 15:12",,"Palhoça, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/ap-2-quartos-centro-palhoca-83m-1142869003
Apto 302m2 Espetacular Vista Beira Mar,R$ 7.000,302 metros quadrados,Apartamento para alugar,4 quartos,5 ou mais banheiros,3 vagas de garagem,Condomínio R$ 2.840,IPTU R$ 815,20,"Hoje, 15:09",Profissional,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apto-302m2-espetacular-vista-beira-mar-1129815177
Cobertura Locação Temporada ,R$ 550,104 metros quadrados,Apartamento para alugar,2 quartos,,1 banheiro,,,5,"Hoje, 15:05",,"Florianópolis, São João do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-locacao-temporada-1142875216
"Apartamento para Locação em Florianópolis, Agronômica, 3 dormitórios, 3 suítes, 5 banheiro",R$ 33.000,318 metros quadrados,Apartamento para alugar,3 quartos,5 ou mais banheiros,3 vagas de garagem,Condomínio R$ 4.000,IPTU R$ 1.420,20,"Hoje, 15:04",Profissional,"Florianópolis, Agronômica",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-locacao-em-florianopolis-agronomica-3-dormitorios-3-suites-5-banheiro-1129802219
Apartamento para 4 hóspedes próximo ao Mar - Ingleses - Florianópolis/SC,R$ 550,85 metros quadrados,Apartamento para alugar,2 quartos,2 banheiros,1 vaga de garagem,,,11,"Hoje, 14:56",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-4-hospedes-proximo-ao-mar-ingleses-florianopolis-sc-1106058520
Apartamento Diária ,R$ 400,80 metros quadrados,Apartamento para alugar,2 quartos,2 banheiros,1 vaga de garagem,,,20,"Hoje, 14:56",,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-diaria-1141426148
"Apartamento 2 dormitórios com suite, Piscina, em Canasvieiras - Florianópolis - SC",R$ 550,63 metros quadrados,Apartamento para alugar,2 quartos,2 banheiros,1 vaga de garagem,,,13,"Hoje, 14:47",Profissional,"Florianópolis, Canasvieiras",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-dormitorios-com-suite-piscina-em-canasvieiras-florianopolis-sc-1107629953
Alugo casa na Enseada de Brito ,R$ 1.200,46 metros quadrados,Casa para alugar,2 quartos,2 banheiros,1 vaga de garagem,,,6,"Hoje, 14:31",,"Palhoça, Enseada do Brito (Ens Brito)",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/alugo-casa-na-enseada-de-brito-1142862443
"Venda e Locação: Linda Casa a 700 Metros da Praia, Bairro Ferraz, em Garopaba!",R$ 5.500,148 metros quadrados,Casa para alugar,3 quartos,3 banheiros,1 vaga de garagem,,,20,"Hoje, 14:31",Profissional,Garopaba,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/venda-e-locacao-linda-casa-a-700-metros-da-praia-bairro-ferraz-em-garopaba-1129926639
FLORIANóPOLIS - Cobertura - Campeche,R$ 8.000,146 metros quadrados,Apartamento para alugar,2 quartos,1 banheiro,2 vagas de garagem,Condomínio R$ 1.000,IPTU R$ 212,20,"Hoje, 14:27",Profissional,"Florianópolis, Campeche",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-cobertura-campeche-1104655377
Belíssimo Apartamento na praia de Ingleses para locação de temporada,R$ 450,68 metros quadrados,Apartamento para alugar,2 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 1,IPTU R$ 2,20,"Hoje, 14:23",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/belissimo-apartamento-na-praia-de-ingleses-para-locacao-de-temporada-1098487300
Casa de 2 quartos para alugar no bairro Pântano Do Sul,R$ 3.500,120 metros quadrados,Casa para alugar,2 quartos,2 banheiros,2 vagas de garagem,,IPTU R$ 177,20,"Hoje, 14:20",Profissional,"Florianópolis, Pântano do Sul",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-de-2-quartos-para-alugar-no-bairro-pantano-do-sul-1142859846
Apartamento padrão bairro Rio Caveiras,R$ 1.100,51 metros quadrados,Apartamento para alugar,1 quarto,,1 banheiro,,IPTU R$ 25,6,"Hoje, 14:16",,"Biguaçu, Rio Caveiras",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-padrao-bairro-rio-caveiras-1142856412
Sobrado Aconchegante,R$ 500,120 metros quadrados,Casa para alugar,2 quartos,1 banheiro,3 vagas de garagem,,,20,"Hoje, 14:05",Profissional,Garopaba,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-aconchegante-1131080066
"Casa para locação de temporada , Jurerê Internacional, Florianópolis - .",R$ 4.000,394 metros quadrados,Casa para alugar,5 ou mais quartos,5 ou mais banheiros,2 vagas de garagem,,,20,"Hoje, 14:00",Profissional,"Florianópolis, Jurerê Internacional",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-locacao-de-temporada-jurere-internacional-florianopolis-985998084
"Casa Mista à 200 metros do Mar, com  02 dormitórios, sala, cozinha, banheiro social, área ",R$ 450,75 metros quadrados,Casa para alugar,2 quartos,1 banheiro,1 vaga de garagem,,,12,"Hoje, 13:58",Profissional,Balneário Arroio do Silva,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-mista-a-200-metros-do-mar-com-02-dormitorios-sala-cozinha-banheiro-social-area-1135855410
"Aluguel de temporada 1 quartos, 1 banheiro,  Ingleses Norte, Florianópolis-SC",R$ 450,48 metros quadrados,Apartamento para alugar,1 quarto,1 banheiro,1 vaga de garagem,,,20,"Hoje, 13:57",Profissional,"Florianópolis, Ingleses do Rio Vermelho",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-de-temporada-1-quartos-1-banheiro-ingleses-norte-florianopolis-sc-949244030
APARTAMENTO - CENTRO - SC,R$ 5.700,264 metros quadrados,Apartamento para alugar,4 quartos,4 banheiros,2 vagas de garagem,Condomínio R$ 2.000,IPTU R$ 900,17,"Hoje, 13:52",Profissional,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-centro-sc-1115988779
"Aluguel Temporada em Florianópolis, A Partir de R$155/dia, + de 2.400 Acomodações - Consul",R$ 155,76 metros quadrados,Apartamento para alugar,3 quartos,2 banheiros,3 vagas de garagem,,,20,"Hoje, 13:51",Profissional,"Florianópolis, Jurerê Internacional",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-temporada-em-florianopolis-a-partir-de-r-155-dia-de-2-400-acomodacoes-consul-1142848043
"Aluguel Temporada em Florianópolis, A Partir de R$151/dia, + de 2.400 Acomodações - Consul",R$ 151,75 metros quadrados,Casa para alugar,3 quartos,2 banheiros,3 vagas de garagem,,,20,"Hoje, 13:50",Profissional,"São José, Kobrasol",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-temporada-em-florianopolis-a-partir-de-r-151-dia-de-2-400-acomodacoes-consul-1142847825
"Aluguel Temporada em Florianópolis, A Partir de R$150/dia, + de 2.400 Acomodações - Consul",R$ 150,76 metros quadrados,Apartamento para alugar,3 quartos,2 banheiros,3 vagas de garagem,,,19,"Hoje, 13:50",Profissional,"Florianópolis, Jardim Atlântico",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-temporada-em-florianopolis-a-partir-de-r-150-dia-de-2-400-acomodacoes-consul-1142847619
Apartamento de 2 quartos para alugar no bairro Barreiros,R$ 1.400,66 metros quadrados,Apartamento para alugar,2 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 450,IPTU R$ 21,20,"Hoje, 13:46",Profissional,"São José, Barreiros",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-2-quartos-para-alugar-no-bairro-barreiros-1142846672
Locação Quitinete Florianopolis SC,R$ 1.100,35 metros quadrados,Apartamento para alugar,1 quarto,,1 banheiro,Condomínio R$ 410,IPTU R$ 97,6,"Hoje, 13:44",Profissional,"Florianópolis, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/locacao-quitinete-florianopolis-sc-1138961216
SãO JOSé - Apartamento Padrão - Nossa Senhora do Rosário,R$ 1.500,61 metros quadrados,Apartamento para alugar,3 quartos,1 banheiro,1 vaga de garagem,Condomínio R$ 356,IPTU R$ 62,1,"Hoje, 13:39",Profissional,"São José, Nossa Senhora do Rosário",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-apartamento-padrao-nossa-senhora-do-rosario-1142844490
Sao Jose - Apartamento Padrão - Serraria,R$ 1.400,40 metros quadrados,Apartamento para alugar,2 quartos,1 banheiro,1 vaga de garagem,Condomínio R$ 228,IPTU R$ 71,12,"Hoje, 13:38",Profissional,"São José, Serraria",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-apartamento-padrao-serraria-1142844478
Florianopolis - Apartamento Padrão - Coqueiros,R$ 1.800,70 metros quadrados,Apartamento para alugar,2 quartos,1 banheiro,1 vaga de garagem,Condomínio R$ 434,IPTU R$ 170,20,"Hoje, 13:30",Profissional,"Florianópolis, Coqueiros",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-coqueiros-1142839923
Palhoça - Apartamento Padrão - Aririú da Formiga,R$ 1.000,65 metros quadrados,Apartamento para alugar,2 quartos,1 banheiro,1 vaga de garagem,,,20,"Hoje, 13:25",Profissional,"Palhoça, Aririú da Formiga",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/palhoca-apartamento-padrao-aririu-da-formiga-1070558207
Apartamento de Temporada em Jurerê Internacional,R$ 1.000,90 metros quadrados,Apartamento para alugar,3 quartos,2 banheiros,2 vagas de garagem,,,7,"Hoje, 13:25",Profissional,"Florianópolis, Jurerê Internacional",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-temporada-em-jurere-internacional-1119340687
APARTAMENTO ED. DI PIETRA 501,R$ 2.900,75 metros quadrados,Apartamento para alugar,3 quartos,2 banheiros,2 vagas de garagem,Condomínio R$ 450,IPTU R$ 130,19,"Hoje, 13:22",Profissional,"Tubarão, Vila Moema",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-ed-di-pietra-501-1134375778
CASA JURERE INTERNACIONAL,R$ 400,200 metros quadrados,Casa para alugar,3 quartos,3 banheiros,2 vagas de garagem,,,20,"Hoje, 13:22",Profissional,"Florianópolis, Jurerê Internacional",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-jurere-internacional-995262593
Clínica e Estúdio de Pilates para aluguel tem 200 m² no Centro - São José - SC,R$ 15.000,400 metros quadrados,Casa para alugar,3 quartos,5 ou mais banheiros,2 vagas de garagem,,IPTU R$ 1.500,17,"Hoje, 13:15",Profissional,"São José, Centro",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/clinica-e-estudio-de-pilates-para-aluguel-tem-200-m-no-centro-sao-jose-sc-1073522045
"Aluguel de Temporada! Casa de Alto Padrão, próxima ao Open Shopping, confira!",R$ 5.000,500 metros quadrados,Casa para alugar,4 quartos,5 ou mais banheiros,5 ou mais vagas de garagem,,,20,"Hoje, 13:12",Profissional,"Florianópolis, Jurerê Internacional",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-de-temporada-casa-de-alto-padrao-proxima-ao-open-shopping-confira-926855698
"Apartamento para aluguel de temporada, possui 68 m², com 1 quarto, construção e moveis nov",R$ 420,68 metros quadrados,Apartamento para alugar,1 quarto,1 banheiro,1 vaga de garagem,,,10,"Hoje, 13:05",Profissional,"Florianópolis, Canasvieiras",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-aluguel-de-temporada-possui-68-m-com-1-quarto-construcao-e-moveis-nov-1098015903
Sobrado para aluguel tem 100 metros quadrados com 3 quartos.,R$ 3.365,100 metros quadrados,Casa para alugar,3 quartos,2 banheiros,1 vaga de garagem,,,1,"Hoje, 13:05",Profissional,Garopaba,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-para-aluguel-tem-100-metros-quadrados-com-3-quartos-1134577202
Apartamento de 2 quartos para alugar no bairro Nossa Senhora Do Rosário,R$ 2.300,63 metros quadrados,Apartamento para alugar,2 quartos,1 banheiro,1 vaga de garagem,,Condomínio R$ 330,13,"Hoje, 13:01",Profissional,"São José, Nossa Senhora do Rosário",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-2-quartos-para-alugar-no-bairro-nossa-senhora-do-rosario-1142829211
Apartamento de 2 quartos para alugar no bairro João Paulo,R$ 4.000,70 metros quadrados,Apartamento para alugar,2 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 650,IPTU R$ 180,20,"Hoje, 13:00",Profissional,"Florianópolis, João Paulo",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-2-quartos-para-alugar-no-bairro-joao-paulo-1142828996
Cobertura para aluguel anual com 221m² em Jurerê Internacional,R$ 8.000,221 metros quadrados,Apartamento para alugar,3 quartos,2 banheiros,2 vagas de garagem,Condomínio R$ 1.100,IPTU R$ 400,20,"Hoje, 13:00",Profissional,"Florianópolis, Jurerê Internacional",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-para-aluguel-anual-com-221m-em-jurere-internacional-1142828841
Apartamento de 3 quartos para alugar no bairro Campinas,R$ 5.700,139 metros quadrados,Apartamento para alugar,3 quartos,4 banheiros,1 vaga de garagem,Condomínio R$ 470,IPTU R$ 181,20,"Hoje, 12:51",Profissional,"São José, Campinas",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-3-quartos-para-alugar-no-bairro-campinas-1142823616
Apartamento de 2 quartos para alugar no bairro Pantanal,R$ 2.800,82 metros quadrados,Apartamento para alugar,2 quartos,2 banheiros,1 vaga de garagem,Condomínio R$ 530,IPTU R$ 146,20,"Hoje, 12:48",Profissional,"Florianópolis, Pantanal",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-2-quartos-para-alugar-no-bairro-pantanal-1142823011
Apartamento de 1 quarto para alugar no bairro Campinas,R$ 1.550,43 metros quadrados,Apartamento para alugar,1 quarto,,1 banheiro,Condomínio R$ 330,IPTU R$ 66,17,"Hoje, 12:48",Profissional,"São José, Campinas",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-1-quarto-para-alugar-no-bairro-campinas-1142822992
Apartamento de 2 quartos para alugar no bairro Nossa Senhora Do Rosário,R$ 1.500,54 metros quadrados,Apartamento para alugar,2 quartos,1 banheiro,1 vaga de garagem,Condomínio R$ 240,IPTU R$ 54,15,"Hoje, 12:48",Profissional,"São José, Nossa Senhora do Rosário",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-2-quartos-para-alugar-no-bairro-nossa-senhora-do-rosario-1142822853
Alugo apto 2 quartos próximo a UFSC.,R$ 1.500,,Apartamento para alugar,2 quartos,,,,,6,"Hoje, 12:43",,"Florianópolis, Pantanal",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/alugo-apto-2-quartos-proximo-a-ufsc-1142821833
Apartamento de 3 quartos para alugar no bairro Rio Caveiras,R$ 3.300,90 metros quadrados,Apartamento para alugar,3 quartos,3 banheiros,1 vaga de garagem,,IPTU R$ 89,20,"Hoje, 12:42",Profissional,"Biguaçu, Rio Caveiras",https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-de-3-quartos-para-alugar-no-bairro-rio-caveiras-1142821484
